Step,Gain,Frequency,Q,Hex_Code,Hex_Group1,Hex_Group2,Hex_Group3,Hex_Group4,Hex_Group5,Dec_Group1,Dec_Group2,Dec_Group3,Dec_Group4,Dec_Group5
14,15.0,23,0.2,103C6FC0E01A2E600FA96B701FE5D1A0F01A24D0,103C6FC0,E01A2E60,0FA96B70,1FE5D1A0,F01A24D0,272396224,3759812192,262761328,535155104,4028245200
15,15.0,23,0.2,103CF4C0E01A68200FA8ACF01FE597E0F01A5E50,103CF4C0,E01A6820,0FA8ACF0,1FE597E0,F01A5E50,272430272,3759826976,262712560,535140320,4028259920
16,15.0,23,0.2,103DBC20E01ABEA00FA78F501FE54160F01AB490,103DBC20,E01ABEA0,0FA78F50,1FE54160,F01AB490,272481312,3759849120,262639440,535118176,4028282000
17,15.0,23,0.2,103E4120E01AF8400FA6D0E01FE507C0F01AEE10,103E4120,E01AF840,0FA6D0E0,1FE507C0,F01AEE10,272515360,3759863872,262590688,535103424,4028296720
18,15.0,24,0.2,103F0880E01B4EC00FA5B3401FE4B140F01B4450,103F0880,E01B4EC0,0FA5B340,1FE4B140,F01B4450,272566400,3759886016,262517568,535081280,4028318800
19,15.0,24,0.2,103F8D60E01B88800FA4F4D01FE47780F01B7DD0,103F8D60,E01B8880,0FA4F4D0,1FE47780,F01B7DD0,272600416,3759900800,262468816,535066496,4028333520
20,15.0,24,0.2,104054C0E01BDF000FA3D7401FE42100F01BD410,104054C0,E01BDF00,0FA3D740,1FE42100,F01BD410,272651456,3759922944,262395712,535044352,4028355600
21,15.0,25,0.2,10411C00E01C35800FA2B9B01FE3CA80F01C2A40,10411C00,E01C3580,0FA2B9B0,1FE3CA80,F01C2A40,272702464,3759945088,262322608,535022208,4028377664
22,15.0,25,0.2,1041A0E0E01C6F200FA1FB501FE390E0F01C63C0,1041A0E0,E01C6F20,0FA1FB50,1FE390E0,F01C63C0,272736480,3759959840,262273872,535007456,4028392384
23,15.0,25,0.2,10426840E01CC5A00FA0DDD01FE33A60F01CBA00,10426840,E01CC5A0,0FA0DDD0,1FE33A60,F01CBA00,272787520,3759981984,262200784,534985312,4028414464
24,15.0,25,0.2,10432F80E01D1C200F9FC0401FE2E3E0F01D1030,10432F80,E01D1C20,0F9FC040,1FE2E3E0,F01D1030,272838528,3760004128,262127680,534963168,4028436528
25,15.0,26,0.2,1043B460E01D55C00F9F01F01FE2AA40F01D49B0,1043B460,E01D55C0,0F9F01F0,1FE2AA40,F01D49B0,272872544,3760018880,262078960,534948416,4028451248
26,15.0,26,0.2,10447BA0E01DAC400F9DE4801FE253C0F01D9FE0,10447BA0,E01DAC40,0F9DE480,1FE253C0,F01D9FE0,272923552,3760041024,262005888,534926272,4028473312
27,15.0,26,0.2,104542E0E01E02C00F9CC7101FE1FD40F01DF610,104542E0,E01E02C0,0F9CC710,1FE1FD40,F01DF610,272974560,3760063168,261932816,534904128,4028495376
28,15.0,26,0.2,10460A20E01E59200F9BA9A01FE1A6E0F01E4C40,10460A20,E01E5920,0F9BA9A0,1FE1A6E0,F01E4C40,273025568,3760085280,261859744,534882016,4028517440
29,15.0,27,0.2,1046D160E01EAFA00F9A8C401FE15060F01EA270,1046D160,E01EAFA0,0F9A8C40,1FE15060,F01EA270,273076576,3760107424,261786688,534859872,4028539504
30,15.0,27,0.2,10479880E01F06200F996EE01FE0F9E0F01EF890,10479880,E01F0620,0F996EE0,1FE0F9E0,F01EF890,273127552,3760129568,261713632,534837728,4028561552
31,15.0,27,0.2,10485FC0E01F5CA00F9851901FE0A360F01F4EC0,10485FC0,E01F5CA0,0F985190,1FE0A360,F01F4EC0,273178560,3760151712,261640592,534815584,4028583616
32,15.0,28,0.2,104926E0E01FB3000F9734301FE04D00F01FA4E0,104926E0,E01FB300,0F973430,1FE04D00,F01FA4E0,273229536,3760173824,261567536,534793472,4028605664
33,15.0,28,0.2,1049EE00E02009800F9616F01FDFF680F01FFB10,1049EE00,E0200980,0F9616F0,1FDFF680,F01FFB10,273280512,3760195968,261494512,534771328,4028627728
34,15.0,28,0.2,104AB520E0205FE00F94F9A01FDFA020F0205130,104AB520,E0205FE0,0F94F9A0,1FDFA020,F0205130,273331488,3760218080,261421472,534749216,4028649776
35,15.0,29,0.2,104B7C40E020B6600F93DC601FDF49A0F020A750,104B7C40,E020B660,0F93DC60,1FDF49A0,F020A750,273382464,3760240224,261348448,534727072,4028671824
36,15.0,29,0.2,104C4360E0210CC00F92BF301FDEF340F020FD70,104C4360,E0210CC0,0F92BF30,1FDEF340,F020FD70,273433440,3760262336,261275440,534704960,4028693872
37,15.0,29,0.2,104D0A80E02163400F91A1F01FDE9CC0F0215390,104D0A80,E0216340,0F91A1F0,1FDE9CC0,F0215390,273484416,3760284480,261202416,534682816,4028715920
38,15.0,29,0.2,104DD180E021B9A00F9084C01FDE4660F021A9B0,104DD180,E021B9A0,0F9084C0,1FDE4660,F021A9B0,273535360,3760306592,261129408,534660704,4028737968
39,15.0,30,0.2,104E98A0E02210200F8F67A01FDDEFE0F021FFD0,104E98A0,E0221020,0F8F67A0,1FDDEFE0,F021FFD0,273586336,3760328736,261056416,534638560,4028760016
40,15.0,30,0.2,104FA200E02283600F8DEB701FDD7CA0F0227290,104FA200,E0228360,0F8DEB70,1FDD7CA0,F0227290,273654272,3760358240,260959088,534609056,4028789392
41,15.0,30,0.2,10506900E022D9C00F8CCE501FDD2640F022C8B0,10506900,E022D9C0,0F8CCE50,1FDD2640,F022C8B0,273705216,3760380352,260886096,534586944,4028811440
42,15.0,31,0.2,10513000E02330200F8BB1401FDCCFE0F0231EC0,10513000,E0233020,0F8BB140,1FDCCFE0,F0231EC0,273756160,3760402464,260813120,534564832,4028833472
43,15.0,31,0.2,1051F700E02386A00F8A94301FDC7960F02374D0,1051F700,E02386A0,0F8A9430,1FDC7960,F02374D0,273807104,3760424608,260740144,534542688,4028855504
44,15.0,31,0.2,10530040E023F9C00F8918301FDC0640F023E790,10530040,E023F9C0,0F891830,1FDC0640,F023E790,273875008,3760454080,260642864,534513216,4028884880
45,15.0,32,0.2,1053C720E02450400F87FB301FDBAFC0F0243DA0,1053C720,E0245040,0F87FB30,1FDBAFC0,F0243DA0,273925920,3760476224,260569904,534491072,4028906912
46,15.0,32,0.2,1054D060E024C3600F867F301FDB3CA0F024B060,1054D060,E024C360,0F867F30,1FDB3CA0,F024B060,273993824,3760505696,260472624,534461600,4028936288
47,15.0,32,0.2,10559760E02519C00F8562401FDAE640F0250670,10559760,E02519C0,0F856240,1FDAE640,F0250670,274044768,3760527808,260399680,534439488,4028958320
48,15.0,33,0.2,1056A080E0258D000F83E6601FDA7300F0257920,1056A080,E0258D00,0F83E660,1FDA7300,F0257920,274112640,3760557312,260302432,534409984,4028987680
49,15.0,33,0.2,10576760E025E3600F82C9801FDA1CA0F025CF20,10576760,E025E360,0F82C980,1FDA1CA0,F025CF20,274163552,3760579424,260229504,534387872,4029009696
50,15.0,34,0.2,10587080E02656800F814DB01FD9A980F02641D0,10587080,E0265680,0F814DB0,1FD9A980,F02641D0,274231424,3760608896,260132272,534358400,4029039056
51,15.0,34,0.2,10593760E026ACE00F8030D01FD95320F02697E0,10593760,E026ACE0,0F8030D0,1FD95320,F02697E0,274282336,3760631008,260059344,534336288,4029061088
52,15.0,34,0.2,105A4060E02720000F7EB5101FD8E000F0270A80,105A4060,E0272000,0F7EB510,1FD8E000,F0270A80,274350176,3760660480,259962128,534306816,4029090432
53,15.0,35,0.2,105B4980E02793400F7D39601FD86CC0F0277D30,105B4980,E0279340,0F7D3960,1FD86CC0,F0277D30,274418048,3760689984,259864928,534277312,4029119792
54,15.0,35,0.2,105C5280E02806600F7BBDC01FD7F9A0F027EFD0,105C5280,E0280660,0F7BBDC0,1FD7F9A0,F027EFD0,274485888,3760719456,259767744,534247840,4029149136
55,15.0,35,0.2,105D1940E0285CC00F7AA1001FD7A340F02845D0,105D1940,E0285CC0,0F7AA100,1FD7A340,F02845D0,274536768,3760741568,259694848,534225728,4029171152
56,15.0,36,0.2,105E2220E028CFE00F7925701FD73020F028B870,105E2220,E028CFE0,0F792570,1FD73020,F028B870,274604576,3760771040,259597680,534196256,4029200496
57,15.0,36,0.2,105F2B20E02943000F77A9E01FD6BD00F0292B00,105F2B20,E0294300,0F77A9E0,1FD6BD00,F0292B00,274672416,3760800512,259500512,534166784,4029229824
58,15.0,37,0.2,10603400E029B6200F762E601FD649E0F0299DA0,10603400,E029B620,0F762E60,1FD649E0,F0299DA0,274740224,3760829984,259403360,534137312,4029259168
59,15.0,37,0.2,10613CE0E02A29400F74B2F01FD5D6C0F02A1030,10613CE0,E02A2940,0F74B2F0,1FD5D6C0,F02A1030,274808032,3760859456,259306224,534107840,4029288496
60,15.0,37,0.2,106245C0E02A9C400F7337801FD563C0F02A82C0,106245C0,E02A9C40,0F733780,1FD563C0,F02A82C0,274875840,3760888896,259209088,534078400,4029317824
61,15.0,38,0.2,10634EA0E02B0F600F71BC201FD4F0A0F02AF550,10634EA0,E02B0F60,0F71BC20,1FD4F0A0,F02AF550,274943648,3760918368,259111968,534048928,4029347152
62,15.0,38,0.2,10645760E02B82800F7040D01FD47D80F02B67E0,10645760,E02B8280,0F7040D0,1FD47D80,F02B67E0,275011424,3760947840,259014864,534019456,4029376480
63,15.0,39,0.2,10656020E02BF5A00F6EC5801FD40A60F02BDA60,10656020,E02BF5A0,0F6EC580,1FD40A60,F02BDA60,275079200,3760977312,258917760,533989984,4029405792
64,15.0,39,0.2,106668E0E02C68A00F6D4A401FD39760F02C4CF0,106668E0,E02C68A0,0F6D4A40,1FD39760,F02C4CF0,275146976,3761006752,258820672,533960544,4029435120
65,15.0,39,0.2,1067B3C0E02CF8800F6B70401FD30780F02CDC10,1067B3C0,E02CF880,0F6B7040,1FD30780,F02CDC10,275231680,3761043584,258699328,533923712,4029471760
66,15.0,40,0.2,1068BC60E02D6B800F69F5101FD29480F02D4E80,1068BC60,E02D6B80,0F69F510,1FD29480,F02D4E80,275299424,3761073024,258602256,533894272,4029501056
67,15.0,40,0.2,1069C500E02DDEA00F6879F01FD22160F02DC100,1069C500,E02DDEA0,0F6879F0,1FD22160,F02DC100,275367168,3761102496,258505200,533864800,4029530368
68,15.0,41,0.2,106B0FC0E02E6E600F66A0201FD191A0F02E5010,106B0FC0,E02E6E60,0F66A020,1FD191A0,F02E5010,275451840,3761139296,258383904,533828000,4029566992
69,15.0,41,0.2,106C1860E02EE1800F6525101FD11E80F02EC290,106C1860,E02EE180,0F652510,1FD11E80,F02EC290,275519584,3761168768,258286864,533798528,4029596304
70,15.0,42,0.2,106D20E0E02F54800F63AA201FD0AB80F02F3500,106D20E0,E02F5480,0F63AA20,1FD0AB80,F02F3500,275587296,3761198208,258189856,533769088,4029625600
71,15.0,42,0.2,106E6B80E02FE4400F61D0701FD01BC0F02FC400,106E6B80,E02FE440,0F61D070,1FD01BC0,F02FC400,275671936,3761235008,258068592,533732288,4029662208
72,15.0,43,0.2,106FB620E03074000F5FF6D01FCF8C00F0305300,106FB620,E0307400,0F5FF6D0,1FCF8C00,F0305300,275756576,3761271808,257947344,533695488,4029698816
73,15.0,43,0.2,1070BEA0E030E7000F5E7C001FCF1900F030C560,1070BEA0,E030E700,0F5E7C00,1FCF1900,F030C560,275824288,3761301248,257850368,533666048,4029728096
74,15.0,43,0.2,10720920E03176C00F5CA2801FCE8940F0315460,10720920,E03176C0,0F5CA280,1FCE8940,F0315460,275908896,3761338048,257729152,533629248,4029764704
75,15.0,44,0.2,10731180E031E9C00F5B27C01FCE1640F031C6C0,10731180,E031E9C0,0F5B27C0,1FCE1640,F031C6C0,275976576,3761367488,257632192,533599808,4029793984
76,15.0,44,0.2,10745BE0E03279800F594E701FCD8680F03255B0,10745BE0,E0327980,0F594E70,1FCD8680,F03255B0,276061152,3761404288,257511024,533563008,4029830576
77,15.0,45,0.2,1075A640E03309400F5775201FCCF6C0F032E4A0,1075A640,E0330940,0F577520,1FCCF6C0,F032E4A0,276145728,3761441088,257389856,533526208,4029867168
78,15.0,45,0.2,1076F0A0E03399000F559BE01FCC6700F0337380,1076F0A0,E0339900,0F559BE0,1FCC6700,F0337380,276230304,3761477888,257268704,533489408,4029903744
79,15.0,46,0.2,10783AE0E03428A00F53C2B01FCBD760F0340260,10783AE0,E03428A0,0F53C2B0,1FCBD760,F0340260,276314848,3761514656,257147568,533452640,4029940320
80,15.0,46,0.2,10798520E034B8600F51E9901FCB47A0F0349140,10798520,E034B860,0F51E990,1FCB47A0,F0349140,276399392,3761551456,257026448,533415840,4029976896
81,15.0,47,0.2,107ACF60E03548000F5010901FCAB800F0352010,107ACF60,E0354800,0F501090,1FCAB800,F0352010,276483936,3761588224,256905360,533379072,4030013456
82,15.0,47,0.2,107C1980E035D7A00F4E37901FCA2860F035AEE0,107C1980,E035D7A0,0F4E3790,1FCA2860,F035AEE0,276568448,3761624992,256784272,533342304,4030050016
83,15.0,48,0.2,107D63A0E03667600F4C5EA01FC998A0F0363DB0,107D63A0,E0366760,0F4C5EA0,1FC998A0,F0363DB0,276652960,3761661792,256663200,533305504,4030086576
84,15.0,48,0.2,107EADC0E036F7000F4A85D01FC90900F036CC80,107EADC0,E036F700,0F4A85D0,1FC90900,F036CC80,276737472,3761698560,256542160,533268736,4030123136
85,15.0,49,0.2,107FF7C0E03786A00F48AD001FC87960F0375B40,107FF7C0,E03786A0,0F48AD00,1FC87960,F0375B40,276821952,3761735328,256421120,533231968,4030159680
86,15.0,49,0.2,108183C0E03833000F4675C01FC7CD00F0380680,108183C0,E0383300,0F4675C0,1FC7CD00,F0380680,276923328,3761779456,256275904,533187840,4030203520
87,15.0,50,0.2,1082CDA0E038C2A00F449D201FC73D60F0389540,1082CDA0,E038C2A0,0F449D20,1FC73D60,F0389540,277007776,3761816224,256154912,533151072,4030240064
88,15.0,50,0.2,10841780E03952200F42C4901FC6ADE0F03923F0,10841780,E0395220,0F42C490,1FC6ADE0,F03923F0,277092224,3761852960,256033936,533114336,4030276592
89,15.0,51,0.2,1085A340E039FE800F408D901FC60180F039CF20,1085A340,E039FE80,0F408D90,1FC60180,F039CF20,277193536,3761897088,255888784,533070208,4030320416
90,15.0,52,0.2,1086ED20E03A8E000F3EB5201FC57200F03A5DD0,1086ED20,E03A8E00,0F3EB520,1FC57200,F03A5DD0,277277984,3761933824,255767840,533033472,4030356944
91,15.0,52,0.2,108878C0E03B3A600F3C7E401FC4C5A0F03B0900,108878C0,E03B3A60,0F3C7E40,1FC4C5A0,F03B0900,277379264,3761977952,255622720,532989344,4030400768
92,15.0,53,0.2,1089C260E03BC9E00F3AA6001FC43620F03B9790,1089C260,E03BC9E0,0F3AA600,1FC43620,F03B9790,277463648,3762014688,255501824,532952608,4030437264
93,15.0,53,0.2,108B4E00E03C76200F386F501FC389E0F03C42B0,108B4E00,E03C7620,0F386F50,1FC389E0,F03C42B0,277564928,3762058784,255356752,532908512,4030481072
94,15.0,54,0.2,108CD980E03D22600F3638C01FC2DDA0F03CEDC0,108CD980,E03D2260,0F3638C0,1FC2DDA0,F03CEDC0,277666176,3762102880,255211712,532864416,4030524864
95,15.0,54,0.2,108E64E0E03DCEA00F3402501FC23160F03D98D0,108E64E0,E03DCEA0,0F340250,1FC23160,F03D98D0,277767392,3762146976,255066704,532820320,4030568656
96,15.0,55,0.2,108FF040E03E7AC00F31CBE01FC18540F03E43E0,108FF040,E03E7AC0,0F31CBE0,1FC18540,F03E43E0,277868608,3762191040,254921696,532776256,4030612448
97,15.0,56,0.2,109139A0E03F0A400F2FF4001FC0F5C0F03ED260,109139A0,E03F0A40,0F2FF400,1FC0F5C0,F03ED260,277952928,3762227776,254800896,532739520,4030648928
98,15.0,56,0.2,1092C4E0E03FB6600F2DBDD01FC049A0F03F7D50,1092C4E0,E03FB660,0F2DBDD0,1FC049A0,F03F7D50,278054112,3762271840,254655952,532695456,4030692688
99,15.0,57,0.2,109491E0E0407F400F2B29501FBF80C0F04044C0,109491E0,E0407F40,0F2B2950,1FBF80C0,F04044C0,278172128,3762323264,254486864,532644032,4030743744
100,15.0,57,0.2,10961D00E0412B600F28F3501FBED4A0F040EFB0,10961D00,E0412B60,0F28F350,1FBED4A0,F040EFB0,278273280,3762367328,254341968,532599968,4030787504
101,15.0,58,0.2,1097A800E041D7800F26BD601FBE2880F0419A90,1097A800,E041D780,0F26BD60,1FBE2880,F0419A90,278374400,3762411392,254197088,532555904,4030831248
102,15.0,59,0.2,10993300E04283A00F2487901FBD7C60F0424560,10993300,E04283A0,0F248790,1FBD7C60,F0424560,278475520,3762455456,254052240,532511840,4030874976
103,15.0,59,0.2,109ABDE0E0432FC00F2251E01FBCD040F042F040,109ABDE0,E0432FC0,0F2251E0,1FBCD040,F042F040,278576608,3762499520,253907424,532467776,4030918720
104,15.0,60,0.2,109C8AA0E043F8800F1FBDF01FBC0780F043B780,109C8AA0,E043F880,0F1FBDF0,1FBC0780,F043B780,278694560,3762550912,253738480,532416384,4030969728
105,15.0,61,0.2,109E1560E044A4800F1D88701FBB5B80F0446240,109E1560,E044A480,0F1D8870,1FBB5B80,F0446240,278795616,3762594944,253593712,532372352,4031013440
106,15.0,61,0.2,109FE1C0E0456D400F1AF4C01FBA92C0F0452970,109FE1C0,E0456D40,0F1AF4C0,1FBA92C0,F0452970,278913472,3762646336,253424832,532320960,4031064432
107,15.0,62,0.2,10A16C60E04619400F18BF701FB9E6C0F045D420,10A16C60,E0461940,0F18BF70,1FB9E6C0,F045D420,279014496,3762690368,253280112,532276928,4031108128
108,15.0,63,0.2,10A338C0E046E2000F162C001FB91E00F0469B40,10A338C0,E046E200,0F162C00,1FB91E00,F0469B40,279132352,3762741760,253111296,532225536,4031159104
109,15.0,63,0.2,10A50500E047AAA00F1398B01FB85560F0476260,10A50500,E047AAA0,0F1398B0,1FB85560,F0476260,279250176,3762793120,252942512,532174176,4031210080
110,15.0,64,0.2,10A6D120E04873400F1105901FB78CC0F0482960,10A6D120,E0487340,0F110590,1FB78CC0,F0482960,279367968,3762844480,252773776,532122816,4031261024
111,15.0,65,0.2,10A89D20E0493BE00F0E72801FB6C420F048F060,10A89D20,E0493BE0,0F0E7280,1FB6C420,F048F060,279485728,3762895840,252605056,532071456,4031311968
112,15.0,65,0.2,10AA2760E049E7C00F0C3DB01FB61840F0499AF0,10AA2760,E049E7C0,0F0C3DB0,1FB61840,F0499AF0,279586656,3762939840,252460464,532027456,4031355632
113,15.0,66,0.2,10AC34E0E04ACD000F094CC01FB53300F04A7E50,10AC34E0,E04ACD00,0F094CC0,1FB53300,F04A7E50,279721184,3762998528,252267712,531968768,4031413840
114,15.0,67,0.2,10AE00C0E04B95A00F06BA201FB46A60F04B4530,10AE00C0,E04B95A0,0F06BA20,1FB46A60,F04B4530,279838912,3763049888,252099104,531917408,4031464752
115,15.0,67,0.2,10AFCC60E04C5E200F0427901FB3A1E0F04C0C10,10AFCC60,E04C5E20,0F042790,1FB3A1E0,F04C0C10,279956576,3763101216,251930512,531866080,4031515664
116,15.0,68,0.2,10B19800E04D26A00F0195301FB2D960F04CD2E0,10B19800,E04D26A0,0F019530,1FB2D960,F04CD2E0,280074240,3763152544,251761968,531814752,4031566560
117,15.0,69,0.2,10B36380E04DEF200EFF02E01FB210E0F04D99A0,10B36380,E04DEF20,0EFF02E0,1FB210E0,F04D99A0,280191872,3763203872,251593440,531763424,4031617440
118,15.0,70,0.2,10B57080E04ED4400EFC12B01FB12BC0F04E7CC0,10B57080,E04ED440,0EFC12B0,1FB12BC0,F04E7CC0,280326272,3763262528,251400880,531704768,4031675584
119,15.0,70,0.2,10B73BE0E04F9CA00EF980B01FB06360F04F4370,10B73BE0,E04F9CA0,0EF980B0,1FB06360,F04F4370,280443872,3763313824,251232432,531653472,4031726448
120,15.0,71,0.2,10B948C0E05081A00EF690D01FAF7E60F0502680,10B948C0,E05081A0,0EF690D0,1FAF7E60,F0502680,280578240,3763372448,251039952,531594848,4031784576
121,15.0,72,0.2,10BB5560E05166C00EF3A1201FAE9940F0510970,10BB5560,E05166C0,0EF3A120,1FAE9940,F0510970,280712544,3763431104,250847520,531536192,4031842672
122,15.0,73,0.2,10BD2080E0522F200EF10F801FADD0E0F051D000,10BD2080,E0522F20,0EF10F80,1FADD0E0,F051D000,280830080,3763482400,250679168,531484896,4031893504
123,15.0,73,0.2,10BF2D00E05314000EEE20201FACEC00F052B2F0,10BF2D00,E0531400,0EEE2020,1FACEC00,F052B2F0,280964352,3763540992,250486816,531426304,4031951600
124,15.0,74,0.2,10C13960E053F9000EEB30F01FAC0700F05395C0,10C13960,E053F900,0EEB30F0,1FAC0700,F05395C0,281098592,3763599616,250294512,531367680,4032009664
125,15.0,75,0.2,10C345A0E054DDE00EE841E01FAB2220F0547890,10C345A0,E054DDE0,0EE841E0,1FAB2220,F0547890,281232800,3763658208,250102240,531309088,4032067728
126,15.0,76,0.2,10C551C0E055C2C00EE552F01FAA3D40F0555B50,10C551C0,E055C2C0,0EE552F0,1FAA3D40,F0555B50,281366976,3763716800,249910000,531250496,4032125776
127,15.0,77,0.2,10C75DC0E056A7A00EE264401FA95860F0563E00,10C75DC0,E056A7A0,0EE26440,1FA95860,F0563E00,281501120,3763775392,249717824,531191904,4032183808
128,15.0,78,0.2,10C9AB40E057A9200EDF17E01FA856E0F0573CF0,10C9AB40,E057A920,0EDF17E0,1FA856E0,F0573CF0,281652032,3763841312,249501664,531125984,4032249072
129,15.0,78,0.2,10CBB700E0588DE00EDC29801FA77220F0581F80,10CBB700,E0588DE0,0EDC2980,1FA77220,F0581F80,281786112,3763899872,249309568,531067424,4032307072
130,15.0,79,0.2,10CDC2A0E05972A00ED93B401FA68D60F0590210,10CDC2A0,E05972A0,0ED93B40,1FA68D60,F0590210,281920160,3763958432,249117504,531008864,4032365072
131,15.0,80,0.2,10D00FA0E05A74000ED5EF701FA58C00F05A00E0,10D00FA0,E05A7400,0ED5EF70,1FA58C00,F05A00E0,282070944,3764024320,248901488,530942976,4032430304
132,15.0,81,0.2,10D21B20E05B58C00ED301A01FA4A740F05AE340,10D21B20,E05B58C0,0ED301A0,1FA4A740,F05AE340,282204960,3764082880,248709536,530884416,4032488256
133,15.0,82,0.2,10D467E0E05C5A000ECFB6301FA3A600F05BE1F0,10D467E0,E05C5A00,0ECFB630,1FA3A600,F05BE1F0,282355680,3764148736,248493616,530818560,4032553456
134,15.0,83,0.2,10D6B460E05D5B400ECC6B001FA2A4C0F05CE090,10D6B460,E05D5B40,0ECC6B00,1FA2A4C0,F05CE090,282506336,3764214592,248277760,530752704,4032618640
135,15.0,84,0.2,10D900E0E05E5C600EC920001FA1A3A0F05DDF20,10D900E0,E05E5C60,0EC92000,1FA1A3A0,F05DDF20,282656992,3764280416,248061952,530686880,4032683808
136,15.0,84,0.2,10DB4D20E05F5DA00EC5D5401FA0A260F05EDD90,10DB4D20,E05F5DA0,0EC5D540,1FA0A260,F05EDD90,282807584,3764346272,247846208,530621024,4032748944
137,15.0,85,0.2,10DD9960E0605EC00EC28AB01F9FA140F05FDC00,10DD9960,E0605EC0,0EC28AB0,1F9FA140,F05FDC00,282958176,3764412096,247630512,530555200,4032814080
138,15.0,86,0.2,10DFE540E0615FE00EBF40501F9EA020F060DA60,10DFE540,E0615FE0,0EBF4050,1F9EA020,F060DA60,283108672,3764477920,247414864,530489376,4032879200
139,15.0,87,0.2,10E23120E06260E00EBBF6301F9D9F20F061D8B0,10E23120,E06260E0,0EBBF630,1F9D9F20,F061D8B0,283259168,3764543712,247199280,530423584,4032944304
140,15.0,88,0.2,10E4BE20E0637E800EB84EB01F9C8180F062F320,10E4BE20,E0637E80,0EB84EB0,1F9C8180,F062F320,283426336,3764616832,246959792,530350464,4033016608
141,15.0,89,0.2,10E709C0E0647F800EB504F01F9B8080F063F150,10E709C0,E0647F80,0EB504F0,1F9B8080,F063F150,283576768,3764682624,246744304,530284672,4033081680
142,15.0,90,0.2,10E99660E0659D000EB15E001F9A6300F0650BA0,10E99660,E0659D00,0EB15E00,1F9A6300,F0650BA0,283743840,3764755712,246504960,530211584,4033153952
143,15.0,91,0.2,10EBE1A0E0669DE00EAE14B01F996220F06609B0,10EBE1A0,E0669DE0,0EAE14B0,1F996220,F06609B0,283894176,3764821472,246289584,530145824,4033218992
144,15.0,92,0.2,10EE6E00E067BB600EAA6E301F9844A0F06723E0,10EE6E00,E067BB60,0EAA6E30,1F9844A0,F06723E0,284061184,3764894560,246050352,530072736,4033291232
145,15.0,93,0.2,10F0FA20E068D8C00EA6C7F01F972740F0683DF0,10F0FA20,E068D8C0,0EA6C7F0,1F972740,F0683DF0,284228128,3764967616,245811184,529999680,4033363440
146,15.0,94,0.2,10F38620E069F6000EA321F01F960A00F0695800,10F38620,E069F600,0EA321F0,1F960A00,F0695800,284395040,3765040640,245572080,529926656,4033435648
