Step,Gain,Frequency,Q,Hex_Code,Hex_Group1,Hex_Group2,Hex_Group3,Hex_Group4,Hex_Group5,Dec_Group1,Dec_Group2,Dec_Group3,Dec_Group4,Dec_Group5
30,-15.0,100,0.33,0F69FED0E16D93C00F291B301E926C40F16CE610,0F69FED0,E16D93C0,0F291B30,1E926C40,F16CE610,258604752,3782054848,254352176,512912448,4050445840
31,-15.0,100,0.34,0F6C7060E167A2200F2C9B601E985DE0F166F440,0F6C7060,E167A220,0F2C9B60,1E985DE0,F166F440,258764896,3781665312,254581600,513301984,4050056256
32,-15.0,100,0.35,0F6ED840E161C8200F300DB01E9E37E0F1611A10,0F6ED840,E161C820,0F300DB0,1E9E37E0,F1611A10,258922560,3781281824,254807472,513685472,4049672720
33,-15.0,100,0.35,0F713680E15C05600F3372301EA3FAA0F15B5750,0F713680,E15C0560,0F337230,1EA3FAA0,F15B5750,259077760,3780904288,255029808,514063008,4049295184
34,-15.0,100,0.36,0F738B50E15659C00F36C9301EA9A640F155AB80,0F738B50,E15659C0,0F36C930,1EA9A640,F155AB80,259230544,3780532672,255248688,514434624,4048923520
35,-15.0,100,0.36,0F75D6D0E150C4C00F3A12C01EAF3B40F1501670,0F75D6D0,E150C4C0,0F3A12C0,1EAF3B40,F1501670,259380944,3780166848,255464128,514800448,4048557680
36,-15.0,100,0.37,0F781920E14B46200F3D4F401EB4B9E0F14A97B0,0F781920,E14B4620,0F3D4F40,1EB4B9E0,F14A97B0,259528992,3779806752,255676224,515160544,4048197552
37,-15.0,100,0.38,0F7A5250E145DDA00F407EB01EBA2260F1452F00,0F7A5250,E145DDA0,0F407EB0,1EBA2260,F1452F00,259674704,3779452320,255884976,515514976,4047843072
38,-15.0,100,0.38,0F7C82A0E1408AC00F43A1601EBF7540F13FDC10,0F7C82A0,E1408AC0,0F43A160,1EBF7540,F13FDC10,259818144,3779103424,256090464,515863872,4047494160
39,-15.0,100,0.39,0F7EAA20E13B4D600F46B7601EC4B2A0F13A9E80,0F7EAA20,E13B4D60,0F46B760,1EC4B2A0,F13A9E80,259959328,3778760032,256292704,516207264,4047150720
40,-15.0,100,0.4,0F80C8E0E13625000F49C1001EC9DB00F1357620,0F80C8E0,E1362500,0F49C100,1EC9DB00,F1357620,260098272,3778422016,256491776,516545280,4046812704
41,-15.0,100,0.4,0F82DF20E13111A00F4CBE601ECEEE60F1306280,0F82DF20,E13111A0,0F4CBE60,1ECEEE60,F1306280,260235040,3778089376,256687712,516877920,4046480000
42,-15.0,100,0.41,0F84ECF0E12C12A00F4FAFA01ED3ED60F12B6360,0F84ECF0,E12C12A0,0F4FAFA0,1ED3ED60,F12B6360,260369648,3777761952,256880544,517205344,4046152544
43,-15.0,100,0.42,0F86F280E12727E00F5295001ED8D820F1267880,0F86F280,E12727E0,0F529500,1ED8D820,F1267880,260502144,3777439712,257070336,517527584,4045830272
44,-15.0,100,0.43,0F88EFD0E12251000F556EA01EDDAF00F121A190,0F88EFD0,E1225100,0F556EA0,1EDDAF00,F121A190,260632528,3777122560,257257120,517844736,4045513104
45,-15.0,100,0.43,0F8AE510E11D8DC00F583CC01EE27240F11CDE40,0F8AE510,E11D8DC0,0F583CC0,1EE27240,F11CDE40,260760848,3776810432,257440960,518156864,4045200960
46,-15.0,100,0.44,0F8CD260E118DDE00F5AFF701EE72220F1182E40,0F8CD260,E118DDE0,0F5AFF70,1EE72220,F1182E40,260887136,3776503264,257621872,518464032,4044893760
47,-15.0,100,0.45,0F8EB7D0E11441000F5DB6E01EEBBF00F1139150,0F8EB7D0,E1144100,0F5DB6E0,1EEBBF00,F1139150,261011408,3776200960,257799904,518766336,4044591440
48,-15.0,100,0.46,0F909590E10FB7000F6063501EF04900F10F0720,0F909590,E10FB700,0F606350,1EF04900,F10F0720,261133712,3775903488,257975120,519063808,4044293920
49,-15.0,100,0.46,0F926BB0E10B3F600F6304D01EF4C0A0F10A8F80,0F926BB0,E10B3F60,0F6304D0,1EF4C0A0,F10A8F80,261254064,3775610720,258147536,519356576,4044001152
50,-15.0,100,0.47,0F943A60E106DA200F659BA01EF925E0F1062A10,0F943A60,E106DA20,0F659BA0,1EF925E0,F1062A10,261372512,3775322656,258317216,519644640,4043713040
51,-15.0,100,0.48,0F9601A0E10286C00F6827D01EFD7940F101D690,0F9601A0,E10286C0,0F6827D0,1EFD7940,F101D690,261489056,3775039168,258484176,519928128,4043429520
52,-15.0,100,0.49,0F97C1A0E0FE45000F6AA9901F01BB00F0FD94D0,0F97C1A0,E0FE4500,0F6AA990,1F01BB00,F0FD94D0,261603744,3774760192,258648464,520207104,4043150544
53,-15.0,100,0.5,0F997A70E0FA14C00F6D21201F05EB40F0F96470,0F997A70,E0FA14C0,0F6D2120,1F05EB40,F0F96470,261716592,3774485696,258810144,520481600,4042876016
54,-15.0,100,0.51,0F9B2C30E0F5F5A00F6F8E801F0A0A60F0F54540,0F9B2C30,E0F5F5A0,0F6F8E80,1F0A0A60,F0F54540,261827632,3774215584,258969216,520751712,4042605888
55,-15.0,100,0.51,0F9CD710E0F1E7800F71F2001F0E1880F0F13700,0F9CD710,E0F1E780,0F71F200,1F0E1880,F0F13700,261936912,3773949824,259125760,521017472,4042340096
56,-15.0,100,0.52,0F9E7B00E0EDE9E00F744BA01F121620F0ED3960,0F9E7B00,E0EDE9E0,0F744BA0,1F121620,F0ED3960,262044416,3773688288,259279776,521279008,4042078560
57,-15.0,100,0.53,0FA01840E0E9FCC00F769BA01F160340F0E94C20,0FA01840,E0E9FCC0,0F769BA0,1F160340,F0E94C20,262150208,3773430976,259431328,521536320,4041821216
58,-15.0,100,0.54,0FA1AED0E0E61FE00F78E2101F19E020F0E56F10,0FA1AED0,E0E61FE0,0F78E210,1F19E020,F0E56F10,262254288,3773177824,259580432,521789472,4041568016
59,-15.0,100,0.55,0FA33EE0E0E252C00F7B1F301F1DAD40F0E1A1F0,0FA33EE0,E0E252C0,0F7B1F30,1F1DAD40,F0E1A1F0,262356704,3772928704,259727152,522038592,4041318896
60,-15.0,100,0.56,0FA4C880E0DE95600F7D53101F216AA0F0DDE480,0FA4C880,E0DE9560,0F7D5310,1F216AA0,F0DDE480,262457472,3772683616,259871504,522283680,4041073792
61,-15.0,100,0.57,0FA64BC0E0DAE7600F7F7DD01F2518A0F0DA3670,0FA64BC0,E0DAE760,0F7F7DD0,1F2518A0,F0DA3670,262556608,3772442464,260013520,522524832,4040832624
62,-15.0,100,0.58,0FA7C8C0E0D748A00F819FA01F28B760F0D697A0,0FA7C8C0,E0D748A0,0F819FA0,1F28B760,F0D697A0,262654144,3772205216,260153248,522762080,4040595360
63,-15.0,100,0.59,0FA93F90E0D3B8E00F83B8B01F2C4720F0D307C0,0FA93F90,E0D3B8E0,0F83B8B0,1F2C4720,F0D307C0,262750096,3771971808,260290736,522995488,4040361920
64,-15.0,100,0.6,0FAAB060E0D037E00F85C9001F2FC820F0CF86A0,0FAAB060,E0D037E0,0F85C900,1F2FC820,F0CF86A0,262844512,3771742176,260425984,523225120,4040132256
65,-15.0,100,0.61,0FAC1B30E0CCC5600F87D0C01F333AA0F0CC1400,0FAC1B30,E0CCC560,0F87D0C0,1F333AA0,F0CC1400,262937392,3771516256,260559040,523451040,4039906304
66,-15.0,100,0.62,0FAD8030E0C961200F89D0201F369EE0F0C8AFC0,0FAD8030,E0C96120,0F89D020,1F369EE0,F0C8AFC0,263028784,3771293984,260689952,523673312,4039684032
67,-15.0,100,0.63,0FAEDF50E0C60B000F8BC7301F39F500F0C55980,0FAEDF50,E0C60B00,0F8BC730,1F39F500,F0C55980,263118672,3771075328,260818736,523891968,4039465344
68,-15.0,100,0.64,0FB038D0E0C2C2A00F8DB6201F3D3D60F0C21120,0FB038D0,E0C2C2A0,0F8DB620,1F3D3D60,F0C21120,263207120,3770860192,260945440,524107104,4039250208
69,-15.0,100,0.65,0FB18CA0E0BF88000F8F9CF01F407800F0BED660,0FB18CA0,E0BF8800,0F8F9CF0,1F407800,F0BED660,263294112,3770648576,261070064,524318720,4039038560
70,-15.0,100,0.67,0FB2DB00E0BC5AC00F917BF01F43A540F0BBA920,0FB2DB00,E0BC5AC0,0F917BF0,1F43A540,F0BBA920,263379712,3770440384,261192688,524526912,4038830368
71,-15.0,100,0.68,0FB423E0E0B93AC00F9353201F46C540F0B88900,0FB423E0,E0B93AC0,0F935320,1F46C540,F0B88900,263463904,3770235584,261313312,524731712,4038625536
72,-15.0,100,0.69,0FB56770E0B627C00F9522A01F49D840F0B57600,0FB56770,E0B627C0,0F9522A0,1F49D840,F0B57600,263546736,3770034112,261431968,524933184,4038424064
73,-15.0,100,0.7,0FB6A5B0E0B321A00F96EA901F4CDE60F0B26FC0,0FB6A5B0,E0B321A0,0F96EA90,1F4CDE60,F0B26FC0,263628208,3769835936,261548688,525131360,4038225856
74,-15.0,100,0.71,0FB7DEC0E0B028200F98AB101F4FD7E0F0AF7620,0FB7DEC0,E0B02820,0F98AB10,1F4FD7E0,F0AF7620,263708352,3769640992,261663504,525326304,4038030880
75,-15.0,100,0.73,0FB912C0E0AD3B000F9A64401F52C500F0AC8900,0FB912C0,E0AD3B00,0F9A6440,1F52C500,F0AC8900,263787200,3769449216,261776448,525518080,4037839104
76,-15.0,100,0.74,0FBA41B0E0AA5A200F9C16401F55A5E0F0A9A800,0FBA41B0,E0AA5A20,0F9C1640,1F55A5E0,F0A9A800,263864752,3769260576,261887552,525706720,4037650432
77,-15.0,100,0.75,0FBB6BB0E0A785400F9DC1301F587AC0F0A6D320,0FBB6BB0,E0A78540,0F9DC130,1F587AC0,F0A6D320,263941040,3769075008,261996848,525892288,4037464864
78,-15.0,100,0.76,0FBC90D0E0A4BC400F9F65201F5B43C0F0A40A10,0FBC90D0,E0A4BC40,0F9F6520,1F5B43C0,F0A40A10,264016080,3768892480,262104352,526074816,4037282320
79,-15.0,100,0.78,0FBDB130E0A1FEE00FA102301F5E0120F0A14CB0,0FBDB130,E0A1FEE0,0FA10230,1F5E0120,F0A14CB0,264089904,3768712928,262210096,526254368,4037102768
80,-15.0,100,0.79,0FBECCC0E09F4D200FA298701F60B2E0F09E9AC0,0FBECCC0,E09F4D20,0FA29870,1F60B2E0,F09E9AC0,264162496,3768536352,262314096,526430944,4036926144
81,-15.0,100,0.8,0FBFE3C0E09CA6800FA428201F635980F09BF430,0FBFE3C0,E09CA680,0FA42820,1F635980,F09BF430,264233920,3768362624,262416416,526604672,4036752432
82,-15.0,100,0.82,0FC0F620E09A0B200FA5B1301F65F4E0F09958B0,0FC0F620,E09A0B20,0FA5B130,1F65F4E0,F09958B0,264304160,3768191776,262517040,526775520,4036581552
83,-15.0,100,0.83,0FC20400E0977AA00FA733D01F688560F096C820,0FC20400,E0977AA0,0FA733D0,1F688560,F096C820,264373248,3768023712,262616016,526943584,4036413472
84,-15.0,100,0.85,0FC30D80E094F5000FA8B0201F6B0B00F0944260,0FC30D80,E094F500,0FA8B020,1F6B0B00,F0944260,264441216,3767858432,262713376,527108864,4036248160
85,-15.0,100,0.86,0FC41290E09279E00FAA26301F6D8620F091C740,0FC41290,E09279E0,0FAA2630,1F6D8620,F091C740,264508048,3767695840,262809136,527271456,4036085568
86,-15.0,100,0.88,0FC51360E09009400FAB96101F6FF6C0F08F5690,0FC51360,E0900940,0FAB9610,1F6FF6C0,F08F5690,264573792,3767535936,262903312,527431360,4035925648
87,-15.0,100,0.89,0FC60FF0E08DA2E00FACFFF01F725D20F08CF020,0FC60FF0,E08DA2E0,0FACFFF0,1F725D20,F08CF020,264638448,3767378656,262995952,527588640,4035768352
88,-15.0,100,0.91,0FC70860E08B46800FAE63D01F74B980F08A93D0,0FC70860,E08B4680,0FAE63D0,1F74B980,F08A93D0,264702048,3767223936,263087056,527743360,4035613648
89,-15.0,100,0.92,0FC7FCC0E088F4400FAFC1D01F770BC0F0884170,0FC7FCC0,E088F440,0FAFC1D0,1F770BC0,F0884170,264764608,3767071808,263176656,527895488,4035461488
90,-15.0,100,0.94,0FC8ED10E086ABC00FB11A201F795440F085F8E0,0FC8ED10,E086ABC0,0FB11A20,1F795440,F085F8E0,264826128,3766922176,263264800,528045120,4035311840
91,-15.0,100,0.96,0FC9D960E0846CE00FB26CB01F7B9320F083B9F0,0FC9D960,E0846CE0,0FB26CB0,1F7B9320,F083B9F0,264886624,3766775008,263351472,528192288,4035164656
92,-15.0,100,0.97,0FCAC1E0E08237600FB3B9B01F7DC8A0F0818470,0FCAC1E0,E0823760,0FB3B9B0,1F7DC8A0,F0818470,264946144,3766630240,263436720,528337056,4035019888
93,-15.0,100,0.99,0FCBA670E0800B600FB501301F7FF4A0F07F5850,0FCBA670,E0800B60,0FB50130,1F7FF4A0,F07F5850,265004656,3766487904,263520560,528479392,4034877520
94,-15.0,100,1.01,0FCC8750E07DE8800FB643501F821780F07D3560,0FCC8750,E07DE880,0FB64350,1F821780,F07D3560,265062224,3766347904,263603024,528619392,4034737504
95,-15.0,100,1.02,0FCD6470E07BCEA00FB780101F843160F07B1B80,0FCD6470,E07BCEA0,0FB78010,1F843160,F07B1B80,265118832,3766210208,263684112,528757088,4034599808
96,-15.0,100,1.04,0FCE3DE0E079BDA00FB8B7A01F864260F0790A70,0FCE3DE0,E079BDA0,0FB8B7A0,1F864260,F0790A70,265174496,3766074784,263763872,528892512,4034464368
97,-15.0,100,1.06,0FCF13C0E077B5600FB9EA001F884AA0F0770230,0FCF13C0,E077B560,0FB9EA00,1F884AA0,F0770230,265229248,3765941600,263842304,529025696,4034331184
98,-15.0,100,1.08,0FCFE620E075B5C00FBB17601F8A4A40F0750290,0FCFE620,E075B5C0,0FBB1760,1F8A4A40,F0750290,265283104,3765810624,263919456,529156672,4034200208
99,-15.0,100,1.1,0FD0B4F0E073BEA00FBC3FB01F8C4160F0730B60,0FD0B4F0,E073BEA0,0FBC3FB0,1F8C4160,F0730B60,265336048,3765681824,263995312,529285472,4034071392
100,-15.0,100,1.11,0FD18060E071CFE00FBD63201F8E3020F0711C80,0FD18060,E071CFE0,0FBD6320,1F8E3020,F0711C80,265388128,3765555168,264069920,529412128,4033944704
101,-15.0,100,1.13,0FD24870E06FE9400FBE81B01F9016C0F06F35E0,0FD24870,E06FE940,0FBE81B0,1F9016C0,F06F35E0,265439344,3765430592,264143280,529536704,4033820128
102,-15.0,100,1.15,0FD30D30E06E0AA00FBF9B901F91F560F06D5740,0FD30D30,E06E0AA0,0FBF9B90,1F91F560,F06D5740,265489712,3765308064,264215440,529659232,4033697600
103,-15.0,100,1.17,0FD3CEA0E06C34200FC0B0B01F93CBE0F06B80A0,0FD3CEA0,E06C3420,0FC0B0B0,1F93CBE0,F06B80A0,265539232,3765187616,264286384,529779680,4033577120
104,-15.0,100,1.19,0FD48CF0E06A65400FC1C1501F959AC0F069B1D0,0FD48CF0,E06A6540,0FC1C150,1F959AC0,F069B1D0,265587952,3765069120,264356176,529898176,4033458640
105,-15.0,100,1.21,0FD54800E0689E200FC2CD501F9761E0F067EAA0,0FD54800,E0689E20,0FC2CD50,1F9761E0,F067EAA0,265635840,3764952608,264424784,530014688,4033342112
106,-15.0,100,1.24,0FD60000E066DEA00FC3D4F01F992160F0662B10,0FD60000,E066DEA0,0FC3D4F0,1F992160,F0662B10,265682944,3764838048,264492272,530129248,4033227536
107,-15.0,100,1.26,0FD6B4F0E06526800FC4D8201F9AD980F06472E0,0FD6B4F0,E0652680,0FC4D820,1F9AD980,F06472E0,265729264,3764725376,264558624,530241920,4033114848
108,-15.0,100,1.28,0FD766E0E06375C00FC5D7101F9C8A40F062C210,0FD766E0,E06375C0,0FC5D710,1F9C8A40,F062C210,265774816,3764614592,264623888,530352704,4033004048
109,-15.0,100,1.3,0FD815E0E061CC200FC6D1B01F9E33E0F0611870,0FD815E0,E061CC20,0FC6D1B0,1F9E33E0,F0611870,265819616,3764505632,264688048,530461664,4032895088
110,-15.0,100,1.32,0FD8C1F0E06029A00FC7C8301F9FD660F05F75E0,0FD8C1F0,E06029A0,0FC7C830,1F9FD660,F05F75E0,265863664,3764398496,264751152,530568800,4032787936
111,-15.0,100,1.35,0FD96B20E05E8E000FC8BAA01FA17200F05DDA40,0FD96B20,E05E8E00,0FC8BAA0,1FA17200,F05DDA40,265906976,3764293120,264813216,530674176,4032682560
112,-15.0,100,1.37,0FDA1180E05CF9400FC9A8F01FA306C0F05C4580,0FDA1180,E05CF940,0FC9A8F0,1FA306C0,F05C4580,265949568,3764189504,264874224,530777792,4032578944
113,-15.0,100,1.39,0FDAB520E05B6B600FCA93501FA494A0F05AB780,0FDAB520,E05B6B60,0FCA9350,1FA494A0,F05AB780,265991456,3764087648,264934224,530879648,4032477056
114,-15.0,100,1.42,0FDB5600E059E4000FCB79D01FA61C00F0593030,0FDB5600,E059E400,0FCB79D0,1FA61C00,F0593030,266032640,3763987456,264993232,530979840,4032376880
115,-15.0,100,1.44,0FDBF440E05863400FCC5C701FA79CC0F057AF50,0FDBF440,E0586340,0FCC5C70,1FA79CC0,F057AF50,266073152,3763888960,265051248,531078336,4032278352
116,-15.0,100,1.47,0FDC8FD0E056E8C00FCD3B501FA91740F05634E0,0FDC8FD0,E056E8C0,0FCD3B50,1FA91740,F05634E0,266112976,3763792064,265108304,531175232,4032181472
117,-15.0,100,1.49,0FDD28C0E05574C00FCE16701FAA8B40F054C0D0,0FDD28C0,E05574C0,0FCE1670,1FAA8B40,F054C0D0,266152128,3763696832,265164400,531270464,4032086224
118,-15.0,100,1.52,0FDDBF30E05406E00FCEEDF01FABF920F05352E0,0FDDBF30,E05406E0,0FCEEDF0,1FABF920,F05352E0,266190640,3763603168,265219568,531364128,4031992544
119,-15.0,100,1.55,0FDE5310E0529F200FCFC1D01FAD60E0F051EB10,0FDE5310,E0529F20,0FCFC1D0,1FAD60E0,F051EB10,266228496,3763511072,265273808,531456224,4031900432
120,-15.0,100,1.57,0FDEE480E0513D600FD092301FAEC2A0F0508950,0FDEE480,E0513D60,0FD09230,1FAEC2A0,F0508950,266265728,3763420512,265327152,531546784,4031809872
121,-15.0,100,1.6,0FDF7380E04FE1800FD15F101FB01E80F04F2D70,0FDF7380,E04FE180,0FD15F10,1FB01E80,F04F2D70,266302336,3763331456,265379600,531635840,4031720816
122,-15.0,100,1.63,0FE00020E04E8B800FD228801FB17480F04DD760,0FE00020,E04E8B80,0FD22880,1FB17480,F04DD760,266338336,3763243904,265431168,531723392,4031633248
123,-15.0,100,1.66,0FE08A60E04D3B200FD2EE901FB2C4E0F04C8700,0FE08A60,E04D3B20,0FD2EE90,1FB2C4E0,F04C8700,266373728,3763157792,265481872,531809504,4031547136
124,-15.0,100,1.68,0FE11260E04BF0800FD3B1501FB40F80F04B3C50,0FE11260,E04BF080,0FD3B150,1FB40F80,F04B3C50,266408544,3763073152,265531728,531894144,4031462480
125,-15.0,100,1.71,0FE19810E04AAB400FD470D01FB554C0F049F720,0FE19810,E04AAB40,0FD470D0,1FB554C0,F049F720,266442768,3762989888,265580752,531977408,4031379232
126,-15.0,100,1.74,0FE21B80E0496BA00FD52D201FB69460F048B760,0FE21B80,E0496BA0,0FD52D20,1FB69460,F048B760,266476416,3762908064,265628960,532059232,4031297376
127,-15.0,100,1.77,0FE29CC0E04831400FD5E6501FB7CEC0F0477D00,0FE29CC0,E0483140,0FD5E650,1FB7CEC0,F0477D00,266509504,3762827584,265676368,532139712,4031216896
128,-15.0,100,1.8,0FE31BD0E046FC200FD69C601FB903E0F04647E0,0FE31BD0,E046FC20,0FD69C60,1FB903E0,F04647E0,266542032,3762748448,265722976,532218848,4031137760
129,-15.0,100,1.83,0FE398C0E045CC400FD74F601FBA33C0F04517E0,0FE398C0,E045CC40,0FD74F60,1FBA33C0,F04517E0,266574016,3762670656,265768800,532296640,4031059936
130,-15.0,100,1.87,0FE413A0E044A1600FD7FF601FBB5EA0F043ED10,0FE413A0,E044A160,0FD7FF60,1FBB5EA0,F043ED10,266605472,3762594144,265813856,532373152,4030983440
131,-15.0,100,1.9,0FE48C70E0437B800FD8AC601FBC8480F042C730,0FE48C70,E0437B80,0FD8AC60,1FBC8480,F042C730,266636400,3762518912,265858144,532448384,4030908208
132,-15.0,100,1.93,0FE50330E0425AA00FD956901FBDA560F041A640,0FE50330,E0425AA0,0FD95690,1FBDA560,F041A640,266666800,3762444960,265901712,532522336,4030834240
133,-15.0,100,1.97,0FE577F0E0413EA00FD9FDE01FBEC160F0408A30,0FE577F0,E0413EA0,0FD9FDE0,1FBEC160,F0408A30,266696688,3762372256,265944544,532595040,4030761520
134,-15.0,100,2.0,0FE5EAD0E04027400FDAA2601FBFD8C0F03F72E0,0FE5EAD0,E0402740,0FDAA260,1FBFD8C0,F03F72E0,266726096,3762300736,265986656,532666560,4030690016
135,-15.0,100,2.03,0FE65BB0E03F14A00FDB44101FC0EB60F03E6040,0FE65BB0,E03F14A0,0FDB4410,1FC0EB60,F03E6040,266754992,3762230432,266028048,532736864,4030619712
136,-15.0,100,2.07,0FE6CAB0E03E06A00FDBE3201FC1F960F03D5230,0FE6CAB0,E03E06A0,0FDBE320,1FC1F960,F03D5230,266783408,3762161312,266068768,532805984,4030550576
137,-15.0,100,2.11,0FE737D0E03CFD400FDC7F701FC302C0F03C48B0,0FE737D0,E03CFD40,0FDC7F70,1FC302C0,F03C48B0,266811344,3762093376,266108784,532873920,4030482608
138,-15.0,100,2.14,0FE7A320E03BF8400FDD19301FC407C0F03B43B0,0FE7A320,E03BF840,0FDD1930,1FC407C0,F03B43B0,266838816,3762026560,266148144,532940736,4030415792
