Step,Gain,Frequency,Q,Hex_Code,Hex_Group1,Hex_Group2,Hex_Group3,Hex_Group4,Hex_Group5,Dec_Group1,Dec_Group2,Dec_Group3,Dec_Group4,Dec_Group5
41,0.1,30,1.01,10001840E01068E00FEF90001FEF9720F01057C0,10001840,E01068E0,0FEF9000,1FEF9720,F01057C0,268441664,3759171808,267358208,535795488,4027602880
42,0.1,31,1.01,10001880E01091C00FEF67401FEF6E40F0108050,10001880,E01091C0,0FEF6740,1FEF6E40,F0108050,268441728,3759182272,267347776,535785024,4027613264
43,0.1,31,1.01,100018C0E010BAA00FEF3E701FEF4560F010A8D0,100018C0,E010BAA0,0FEF3E70,1FEF4560,F010A8D0,268441792,3759192736,267337328,535774560,4027623632
44,0.1,31,1.01,10001900E010F1200FEF08201FEF0EE0F010DEE0,10001900,E010F120,0FEF0820,1FEF0EE0,F010DEE0,268441856,3759206688,267323424,535760608,4027637472
45,0.1,32,1.01,10001940E0111A000FEEDF501FEEE600F0110770,10001940,E0111A00,0FEEDF50,1FEEE600,F0110770,268441920,3759217152,267312976,535750144,4027647856
46,0.1,32,1.01,10001980E01150800FEEA9001FEEAF80F0113D70,10001980,E0115080,0FEEA900,1FEEAF80,F0113D70,268441984,3759231104,267299072,535736192,4027661680
47,0.1,32,1.01,100019C0E01179600FEE80401FEE86A0F0116600,100019C0,E0117960,0FEE8040,1FEE86A0,F0116600,268442048,3759241568,267288640,535725728,4027672064
48,0.1,33,1.01,10001A20E011AFE00FEE49E01FEE5020F0119C00,10001A20,E011AFE0,0FEE49E0,1FEE5020,F0119C00,268442144,3759255520,267274720,535711776,4027685888
49,0.1,33,1.01,10001A60E011D8C00FEE21201FEE2740F011C490,10001A60,E011D8C0,0FEE2120,1FEE2740,F011C490,268442208,3759265984,267264288,535701312,4027696272
50,0.1,34,1.01,10001AA0E0120F400FEDEAC01FEDF0C0F011FA90,10001AA0,E0120F40,0FEDEAC0,1FEDF0C0,F011FA90,268442272,3759279936,267250368,535687360,4027710096
51,0.1,34,1.01,10001AE0E01238400FEDC2001FEDC7C0F0122320,10001AE0,E0123840,0FEDC200,1FEDC7C0,F0122320,268442336,3759290432,267239936,535676864,4027720480
52,0.1,34,1.01,10001B40E0126EC00FED8BB01FED9140F0125920,10001B40,E0126EC0,0FED8BB0,1FED9140,F0125920,268442432,3759304384,267226032,535662912,4027734304
53,0.1,35,1.01,10001B80E012A5400FED55601FED5AC0F0128F20,10001B80,E012A540,0FED5560,1FED5AC0,F0128F20,268442496,3759318336,267212128,535648960,4027748128
54,0.1,35,1.01,10001BE0E012DBC00FED1F001FED2440F012C530,10001BE0,E012DBC0,0FED1F00,1FED2440,F012C530,268442592,3759332288,267198208,535635008,4027761968
55,0.1,35,1.01,10001C00E01304A00FECF6401FECFB60F012EDB0,10001C00,E01304A0,0FECF640,1FECFB60,F012EDB0,268442624,3759342752,267187776,535624544,4027772336
56,0.1,36,1.01,10001C60E0133B200FECBFF01FECC4E0F01323B0,10001C60,E0133B20,0FECBFF0,1FECC4E0,F01323B0,268442720,3759356704,267173872,535610592,4027786160
57,0.1,36,1.01,10001CA0E01371C00FEC89A01FEC8E40F01359B0,10001CA0,E01371C0,0FEC89A0,1FEC8E40,F01359B0,268442784,3759370688,267159968,535596608,4027799984
58,0.1,37,1.01,10001D00E013A8400FEC53501FEC57C0F0138FB0,10001D00,E013A840,0FEC5350,1FEC57C0,F0138FB0,268442880,3759384640,267146064,535582656,4027813808
59,0.1,37,1.01,10001D40E013DEC00FEC1D001FEC2140F013C5C0,10001D40,E013DEC0,0FEC1D00,1FEC2140,F013C5C0,268442944,3759398592,267132160,535568704,4027827648
60,0.1,37,1.01,10001DA0E01415600FEBE6B01FEBEAA0F013FBC0,10001DA0,E0141560,0FEBE6B0,1FEBEAA0,F013FBC0,268443040,3759412576,267118256,535554720,4027841472
61,0.1,38,1.01,10001DE0E0144BE00FEBB0601FEBB420F01431C0,10001DE0,E0144BE0,0FEBB060,1FEBB420,F01431C0,268443104,3759426528,267104352,535540768,4027855296
62,0.1,38,1.01,10001E40E01482600FEB7A101FEB7DA0F01467C0,10001E40,E0148260,0FEB7A10,1FEB7DA0,F01467C0,268443200,3759440480,267090448,535526816,4027869120
63,0.1,39,1.01,10001E80E014B9000FEB43C01FEB4700F0149DB0,10001E80,E014B900,0FEB43C0,1FEB4700,F0149DB0,268443264,3759454464,267076544,535512832,4027882928
64,0.1,39,1.01,10001EE0E014EF800FEB0D701FEB1080F014D3B0,10001EE0,E014EF80,0FEB0D70,1FEB1080,F014D3B0,268443360,3759468416,267062640,535498880,4027896752
65,0.1,39,1.01,10001F40E01533C00FEAC9901FEACC40F0151730,10001F40,E01533C0,0FEAC990,1FEACC40,F0151730,268443456,3759485888,267045264,535481408,4027914032
66,0.1,40,1.01,10001FA0E0156A400FEA93401FEA95C0F0154D30,10001FA0,E0156A40,0FEA9340,1FEA95C0,F0154D30,268443552,3759499840,267031360,535467456,4027927856
67,0.1,40,1.01,10001FE0E015A0E00FEA5CF01FEA5F20F0158330,10001FE0,E015A0E0,0FEA5CF0,1FEA5F20,F0158330,268443616,3759513824,267017456,535453472,4027941680
68,0.1,41,1.01,10002040E015E5000FEA19101FEA1B00F015C6A0,10002040,E015E500,0FEA1910,1FEA1B00,F015C6A0,268443712,3759531264,267000080,535436032,4027958944
69,0.1,41,1.01,100020A0E0161BA00FE9E2D01FE9E460F015FCA0,100020A0,E0161BA0,0FE9E2D0,1FE9E460,F015FCA0,268443808,3759545248,266986192,535422048,4027972768
70,0.1,42,1.01,100020E0E01652400FE9AC801FE9ADC0F0163290,100020E0,E0165240,0FE9AC80,1FE9ADC0,F0163290,268443872,3759559232,266972288,535408064,4027986576
71,0.1,42,1.01,10002140E01696600FE968A01FE969A0F0167610,10002140,E0169660,0FE968A0,1FE969A0,F0167610,268443968,3759576672,266954912,535390624,4028003856
72,0.1,43,1.01,100021A0E016DAA00FE924D01FE92560F016B980,100021A0,E016DAA0,0FE924D0,1FE92560,F016B980,268444064,3759594144,266937552,535373152,4028021120
73,0.1,43,1.01,10002200E01711400FE8EE801FE8EEC0F016EF80,10002200,E0171140,0FE8EE80,1FE8EEC0,F016EF80,268444160,3759608128,266923648,535359168,4028034944
74,0.1,43,1.01,10002260E01755800FE8AAB01FE8AA80F01732F0,10002260,E0175580,0FE8AAB0,1FE8AA80,F01732F0,268444256,3759625600,266906288,535341696,4028052208
75,0.1,44,1.01,100022C0E0178C000FE874701FE87400F01768E0,100022C0,E0178C00,0FE87470,1FE87400,F01768E0,268444352,3759639552,266892400,535327744,4028066016
76,0.1,44,1.01,10002320E017D0400FE830901FE82FC0F017AC50,10002320,E017D040,0FE83090,1FE82FC0,F017AC50,268444448,3759657024,266875024,535310272,4028083280
77,0.1,45,1.01,10002380E01814800FE7ECC01FE7EB80F017EFC0,10002380,E0181480,0FE7ECC0,1FE7EB80,F017EFC0,268444544,3759674496,266857664,535292800,4028100544
78,0.1,45,1.01,100023E0E01858C00FE7A8F01FE7A740F0183330,100023E0,E01858C0,0FE7A8F0,1FE7A740,F0183330,268444640,3759691968,266840304,535275328,4028117808
79,0.1,46,1.01,10002440E0189D000FE765201FE76300F01876A0,10002440,E0189D00,0FE76520,1FE76300,F01876A0,268444736,3759709440,266822944,535257856,4028135072
80,0.1,46,1.01,100024A0E018E1400FE721501FE71EC0F018BA10,100024A0,E018E140,0FE72150,1FE71EC0,F018BA10,268444832,3759726912,266805584,535240384,4028152336
81,0.1,47,1.01,10002500E01925800FE6DD801FE6DA80F018FD80,10002500,E0192580,0FE6DD80,1FE6DA80,F018FD80,268444928,3759744384,266788224,535222912,4028169600
82,0.1,47,1.01,10002560E01969E00FE699B01FE69620F01940E0,10002560,E01969E0,0FE699B0,1FE69620,F01940E0,268445024,3759761888,266770864,535205408,4028186848
83,0.1,48,1.01,100025E0E019AE200FE655E01FE651E0F0198450,100025E0,E019AE20,0FE655E0,1FE651E0,F0198450,268445152,3759779360,266753504,535187936,4028204112
84,0.1,48,1.01,10002640E019F2600FE612101FE60DA0F019C7C0,10002640,E019F260,0FE61210,1FE60DA0,F019C7C0,268445248,3759796832,266736144,535170464,4028221376
85,0.1,49,1.01,100026A0E01A36A00FE5CE401FE5C960F01A0B20,100026A0,E01A36A0,0FE5CE40,1FE5C960,F01A0B20,268445344,3759814304,266718784,535152992,4028238624
86,0.1,49,1.01,10002720E01A88A00FE57CF01FE57760F01A5C00,10002720,E01A88A0,0FE57CF0,1FE57760,F01A5C00,268445472,3759835296,266697968,535132000,4028259328
87,0.1,50,1.01,10002780E01ACCE00FE539201FE53320F01A9F60,10002780,E01ACCE0,0FE53920,1FE53320,F01A9F60,268445568,3759852768,266680608,535114528,4028276576
88,0.1,50,1.01,100027E0E01B11200FE4F5601FE4EEE0F01AE2D0,100027E0,E01B1120,0FE4F560,1FE4EEE0,F01AE2D0,268445664,3759870240,266663264,535097056,4028293840
89,0.1,51,1.01,10002860E01B63200FE4A4001FE49CE0F01B33A0,10002860,E01B6320,0FE4A400,1FE49CE0,F01B33A0,268445792,3759891232,266642432,535076064,4028314528
90,0.1,52,1.01,100028C0E01BA7800FE460401FE45880F01B7710,100028C0,E01BA780,0FE46040,1FE45880,F01B7710,268445888,3759908736,266625088,535058560,4028331792
91,0.1,52,1.01,10002920E01BF9600FE40EF01FE406A0F01BC7E0,10002920,E01BF960,0FE40EF0,1FE406A0,F01BC7E0,268445984,3759929696,266604272,535037600,4028352480
92,0.1,53,1.01,100029A0E01C3DC00FE3CB301FE3C240F01C0B40,100029A0,E01C3DC0,0FE3CB30,1FE3C240,F01C0B40,268446112,3759947200,266586928,535020096,4028369728
93,0.1,53,1.01,10002A00E01C8FC00FE379E01FE37040F01C5C20,10002A00,E01C8FC0,0FE379E0,1FE37040,F01C5C20,268446208,3759968192,266566112,534999104,4028390432
94,0.1,54,1.01,10002A80E01CE1C00FE328901FE31E40F01CACF0,10002A80,E01CE1C0,0FE32890,1FE31E40,F01CACF0,268446336,3759989184,266545296,534978112,4028411120
95,0.1,54,1.01,10002B00E01D33C00FE2D7401FE2CC40F01CFDC0,10002B00,E01D33C0,0FE2D740,1FE2CC40,F01CFDC0,268446464,3760010176,266524480,534957120,4028431808
96,0.1,55,1.01,10002B80E01D85C00FE286001FE27A40F01D4E90,10002B80,E01D85C0,0FE28600,1FE27A40,F01D4E90,268446592,3760031168,266503680,534936128,4028452496
97,0.1,56,1.01,10002BE0E01DCA000FE242401FE23600F01D91F0,10002BE0,E01DCA00,0FE24240,1FE23600,F01D91F0,268446688,3760048640,266486336,534918656,4028469744
98,0.1,56,1.01,10002C40E01E1C200FE1F1001FE1E3E0F01DE2C0,10002C40,E01E1C20,0FE1F100,1FE1E3E0,F01DE2C0,268446784,3760069664,266465536,534897632,4028490432
99,0.1,57,1.01,10002CE0E01E7BC00FE192301FE18440F01E4100,10002CE0,E01E7BC0,0FE19230,1FE18440,F01E4100,268446944,3760094144,266441264,534873152,4028514560
100,0.1,57,1.01,10002D40E01ECDC00FE140E01FE13240F01E91D0,10002D40,E01ECDC0,0FE140E0,1FE13240,F01E91D0,268447040,3760115136,266420448,534852160,4028535248
101,0.1,58,1.01,10002DC0E01F1FE00FE0EFA01FE0E020F01EE290,10002DC0,E01F1FE0,0FE0EFA0,1FE0E020,F01EE290,268447168,3760136160,266399648,534831136,4028555920
102,0.1,59,1.01,10002E40E01F71E00FE09E601FE08E20F01F3360,10002E40,E01F71E0,0FE09E60,1FE08E20,F01F3360,268447296,3760157152,266378848,534810144,4028576608
103,0.1,59,1.01,10002EC0E01FC3E00FE04D201FE03C20F01F8420,10002EC0,E01FC3E0,0FE04D20,1FE03C20,F01F8420,268447424,3760178144,266358048,534789152,4028597280
104,0.1,60,1.01,10002F40E02023A00FDFEE601FDFDC60F01FE260,10002F40,E02023A0,0FDFEE60,1FDFDC60,F01FE260,268447552,3760202656,266333792,534764640,4028621408
105,0.1,61,1.01,10002FC0E02075C00FDF9D201FDF8A40F0203320,10002FC0,E02075C0,0FDF9D20,1FDF8A40,F0203320,268447680,3760223680,266312992,534743616,4028642080
106,0.1,61,1.01,10003040E020D5800FDF3E601FDF2A80F0209160,10003040,E020D580,0FDF3E60,1FDF2A80,F0209160,268447808,3760248192,266288736,534719104,4028666208
107,0.1,62,1.01,100030C0E02127800FDEED301FDED880F020E220,100030C0,E0212780,0FDEED30,1FDED880,F020E220,268447936,3760269184,266267952,534698112,4028686880
108,0.1,63,1.01,10003140E02187600FDE8E701FDE78A0F0214050,10003140,E0218760,0FDE8E70,1FDE78A0,F0214050,268448064,3760293728,266243696,534673568,4028710992
109,0.1,63,1.01,100031E0E021E7200FDE2FB01FDE18E0F0219E80,100031E0,E021E720,0FDE2FB0,1FDE18E0,F0219E80,268448224,3760318240,266219440,534649056,4028735104
110,0.1,64,1.01,10003260E02246E00FDDD0F01FDDB920F021FCB0,10003260,E02246E0,0FDDD0F0,1FDDB920,F021FCB0,268448352,3760342752,266195184,534624544,4028759216
111,0.1,65,1.01,100032E0E022A6A00FDD72401FDD5960F0225AE0,100032E0,E022A6A0,0FDD7240,1FDD5960,F0225AE0,268448480,3760367264,266170944,534600032,4028783328
112,0.1,65,1.01,10003360E022F8C00FDD21101FDD0740F022AB90,10003360,E022F8C0,0FDD2110,1FDD0740,F022AB90,268448608,3760388288,266150160,534579008,4028803984
113,0.1,66,1.01,10003400E02366400FDCB4D01FDC99C0F0231730,10003400,E0236640,0FDCB4D0,1FDC99C0,F0231730,268448768,3760416320,266122448,534550976,4028831536
114,0.1,67,1.01,10003480E023C6200FDC56201FDC39E0F0237550,10003480,E023C620,0FDC5620,1FDC39E0,F0237550,268448896,3760440864,266098208,534526432,4028855632
115,0.1,67,1.01,10003520E02425E00FDBF7701FDBDA20F023D370,10003520,E02425E0,0FDBF770,1FDBDA20,F023D370,268449056,3760465376,266073968,534501920,4028879728
116,0.1,68,1.01,100035A0E02485C00FDB98C01FDB7A40F0243190,100035A0,E02485C0,0FDB98C0,1FDB7A40,F0243190,268449184,3760489920,266049728,534477376,4028903824
117,0.1,69,1.01,10003640E024E5A00FDB3A201FDB1A60F0248FB0,10003640,E024E5A0,0FDB3A20,1FDB1A60,F0248FB0,268449344,3760514464,266025504,534452832,4028927920
118,0.1,70,1.01,100036E0E02553200FDACDF01FDAACE0F024FB40,100036E0,E0255320,0FDACDF0,1FDAACE0,F024FB40,268449504,3760542496,265997808,534424800,4028955456
119,0.1,70,1.01,10003760E025B3000FDA6F401FDA4D00F0255960,10003760,E025B300,0FDA6F40,1FDA4D00,F0255960,268449632,3760567040,265973568,534400256,4028979552
120,0.1,71,1.01,10003800E02620A00FDA03201FD9DF60F025C4F0,10003800,E02620A0,0FDA0320,1FD9DF60,F025C4F0,268449792,3760595104,265945888,534372192,4029007088
121,0.1,72,1.01,100038A0E0268E200FD996F01FD971E0F0263070,100038A0,E0268E20,0FD996F0,1FD971E0,F0263070,268449952,3760623136,265918192,534344160,4029034608
122,0.1,73,1.01,10003920E026EE200FD938601FD911E0F0268E80,10003920,E026EE20,0FD93860,1FD911E0,F0268E80,268450080,3760647712,265893984,534319584,4029058688
123,0.1,73,1.01,100039C0E0275BA00FD8CC301FD8A460F026FA00,100039C0,E0275BA0,0FD8CC30,1FD8A460,F026FA00,268450240,3760675744,265866288,534291552,4029086208
124,0.1,74,1.01,10003A60E027C9400FD860201FD836C0F0276580,10003A60,E027C940,0FD86020,1FD836C0,F0276580,268450400,3760703808,265838624,534263488,4029113728
125,0.1,75,1.01,10003B00E02836E00FD7F4001FD7C920F027D100,10003B00,E02836E0,0FD7F400,1FD7C920,F027D100,268450560,3760731872,265810944,534235424,4029141248
126,0.1,76,1.01,10003BA0E028A4800FD787E01FD75B80F0283C70,10003BA0,E028A480,0FD787E0,1FD75B80,F0283C70,268450720,3760759936,265783264,534207360,4029168752
127,0.1,77,1.01,10003C40E02912400FD71BD01FD6EDC0F028A7F0,10003C40,E0291240,0FD71BD0,1FD6EDC0,F028A7F0,268450880,3760788032,265755600,534179264,4029196272
128,0.1,78,1.01,10003D00E0298D800FD6A2401FD67280F02920D0,10003D00,E0298D80,0FD6A240,1FD67280,F02920D0,268451072,3760819584,265724480,534147712,4029227216
129,0.1,78,1.01,10003DA0E029FB400FD636301FD604C0F0298C40,10003DA0,E029FB40,0FD63630,1FD604C0,F0298C40,268451232,3760847680,265696816,534119616,4029254720
130,0.1,79,1.01,10003E40E02A68E00FD5CA201FD59720F029F7B0,10003E40,E02A68E0,0FD5CA20,1FD59720,F029F7B0,268451392,3760875744,265669152,534091552,4029282224
131,0.1,80,1.01,10003EE0E02AE4600FD550A01FD51BA0F02A7080,10003EE0,E02AE460,0FD550A0,1FD51BA0,F02A7080,268451552,3760907360,265638048,534059936,4029313152
132,0.1,81,1.01,10003F80E02B52000FD4E4901FD4AE00F02ADBE0,10003F80,E02B5200,0FD4E490,1FD4AE00,F02ADBE0,268451712,3760935424,265610384,534031872,4029340640
133,0.1,82,1.01,10004040E02BCD800FD46B101FD43280F02B54B0,10004040,E02BCD80,0FD46B10,1FD43280,F02B54B0,268451904,3760967040,265579280,534000256,4029371568
134,0.1,83,1.01,100040E0E02C48E00FD3F1901FD3B720F02BCD80,100040E0,E02C48E0,0FD3F190,1FD3B720,F02BCD80,268452064,3760998624,265548176,533968672,4029402496
135,0.1,84,1.01,100041A0E02CC4600FD378101FD33BA0F02C4650,100041A0,E02CC460,0FD37810,1FD33BA0,F02C4650,268452256,3761030240,265517072,533937056,4029433424
136,0.1,84,1.01,10004260E02D3FE00FD2FEA01FD2C020F02CBF10,10004260,E02D3FE0,0FD2FEA0,1FD2C020,F02CBF10,268452448,3761061856,265485984,533905440,4029464336
137,0.1,85,1.01,10004300E02DBB600FD285201FD244A0F02D37D0,10004300,E02DBB60,0FD28520,1FD244A0,F02D37D0,268452608,3761093472,265454880,533873824,4029495248
138,0.1,86,1.01,100043C0E02E36E00FD20BB01FD1C920F02DB090,100043C0,E02E36E0,0FD20BB0,1FD1C920,F02DB090,268452800,3761125088,265423792,533842208,4029526160
139,0.1,87,1.01,10004460E02EB2600FD192501FD14DA0F02E2950,10004460,E02EB260,0FD19250,1FD14DA0,F02E2950,268452960,3761156704,265392720,533810592,4029557072
140,0.1,88,1.01,10004540E02F3BA00FD10B601FD0C460F02EAF70,10004540,E02F3BA0,0FD10B60,1FD0C460,F02EAF70,268453184,3761191840,265358176,533775456,4029591408
141,0.1,89,1.01,100045E0E02FB7400FD092001FD048C0F02F2820,100045E0,E02FB740,0FD09200,1FD048C0,F02F2820,268453344,3761223488,265327104,533743808,4029622304
142,0.1,90,1.01,100046A0E03040800FD00B201FCFBF80F02FAE30,100046A0,E0304080,0FD00B20,1FCFBF80,F02FAE30,268453536,3761258624,265292576,533708672,4029656624
143,0.1,91,1.01,10004760E030BC200FCF91C01FCF43E0F03026E0,10004760,E030BC20,0FCF91C0,1FCF43E0,F03026E0,268453728,3761290272,265261504,533677024,4029687520
144,0.1,92,1.01,10004820E03145600FCF0AF01FCEBAA0F030ACF0,10004820,E0314560,0FCF0AF0,1FCEBAA0,F030ACF0,268453920,3761325408,265226992,533641888,4029721840
145,0.1,93,1.01,100048E0E031CEC00FCE84201FCE3140F0313300,100048E0,E031CEC0,0FCE8420,1FCE3140,F0313300,268454112,3761360576,265192480,533606720,4029756160
146,0.1,94,1.01,100049C0E03258200FCDFD501FCDA7E0F031B900,100049C0,E0325820,0FCDFD50,1FCDA7E0,F031B900,268454336,3761395744,265157968,533571552,4029790464
147,0.1,95,1.01,10004A80E032E1800FCD76801FCD1E80F0323F00,10004A80,E032E180,0FCD7680,1FCD1E80,F0323F00,268454528,3761430912,265123456,533536384,4029824768
148,0.1,96,1.01,10004B40E0336AE00FCCEFC01FCC9520F032C500,10004B40,E0336AE0,0FCCEFC0,1FCC9520,F032C500,268454720,3761466080,265088960,533501216,4029859072
